date,year,month,hour,holiday,weekday,working,weather_type,temp,feels_like,humidity,windspeed,count
3/9/11,0,3,15,0,3,1,2,14.76,16.9983,0.71,19.9995,79
3/9/11,0,3,16,0,3,1,2,13.94,15.453,0.76,22.0028,112
3/9/11,0,3,17,0,3,1,2,13.94,15.453,0.76,19.9995,194
3/9/11,0,3,18,0,3,1,2,13.94,16.2282,0.76,16.9979,188
3/9/11,0,3,19,0,3,1,2,13.94,15.453,0.76,22.0028,134
3/9/11,0,3,20,0,3,1,2,13.12,16.2282,0.87,12.998,91
3/9/11,0,3,21,0,3,1,2,13.12,15.453,0.93,22.0028,62
3/9/11,0,3,22,0,3,1,3,13.12,16.2282,0.93,11.0014,21
3/9/11,0,3,23,0,3,1,3,13.94,16.9983,0.93,12.998,18
3/10/11,0,3,0,0,4,1,3,13.94,16.2282,0,16.9979,3
3/10/11,0,3,1,0,4,1,3,13.94,16.2282,0,16.9979,2
3/10/11,0,3,2,0,4,1,3,13.94,16.2282,0,16.9979,1
3/10/11,0,3,5,0,4,1,3,14.76,17.7735,0,12.998,3
3/10/11,0,3,6,0,4,1,3,14.76,16.9983,0,22.0028,12
3/10/11,0,3,7,0,4,1,3,15.58,20.0889,0,15.0013,37
3/10/11,0,3,8,0,4,1,3,15.58,20.0889,0,19.0012,44
3/10/11,0,3,9,0,4,1,3,16.4,20.8641,0,15.0013,24
3/10/11,0,3,10,0,4,1,3,16.4,20.8641,0,11.0014,17
3/10/11,0,3,11,0,4,1,3,16.4,20.8641,0,16.9979,11
3/10/11,0,3,12,0,4,1,3,17.22,21.6342,0,15.0013,34
3/10/11,0,3,13,0,4,1,3,17.22,21.6342,0,15.0013,12
3/10/11,0,3,14,0,4,1,3,18.04,22.4094,0,19.9995,12
3/10/11,0,3,15,0,4,1,3,18.04,22.4094,0,15.0013,14
3/10/11,0,3,16,0,4,1,3,17.22,21.6342,0,16.9979,21
3/10/11,0,3,17,0,4,1,2,18.04,22.4094,0,26.0027,111
3/10/11,0,3,18,0,4,1,3,18.04,22.4094,0,23.9994,82
3/10/11,0,3,19,0,4,1,3,18.04,22.4094,0,39.0007,56
3/10/11,0,3,20,0,4,1,3,14.76,16.9983,0,22.0028,38
3/10/11,0,3,21,0,4,1,3,14.76,17.7735,0,15.0013,28
3/10/11,0,3,22,0,4,1,2,13.94,16.9983,0,8.9981,34
3/10/11,0,3,23,0,4,1,3,13.94,17.7735,0,6.0032,27
3/11/11,0,3,0,0,5,1,2,13.94,17.7735,1,6.0032,6
3/11/11,0,3,1,0,5,1,3,13.94,17.7735,1,7.0015,8
3/11/11,0,3,2,0,5,1,3,13.94,17.7735,1,7.0015,5
3/11/11,0,3,3,0,5,1,2,13.12,16.9983,0.93,6.0032,2
3/11/11,0,3,5,0,5,1,1,12.3,14.6829,0.81,15.0013,7
3/11/11,0,3,6,0,5,1,1,10.66,12.3624,0.81,19.0012,32
3/11/11,0,3,7,0,5,1,1,10.66,13.1376,0.7,12.998,114
3/11/11,0,3,8,0,5,1,1,11.48,13.9077,0.7,16.9979,259
3/11/11,0,3,9,0,5,1,2,12.3,14.6829,0.61,19.0012,156
3/11/11,0,3,10,0,5,1,2,13.12,15.453,0.57,19.9995,78
3/11/11,0,3,11,0,5,1,2,13.12,15.453,0.57,19.9995,81
3/11/11,0,3,12,0,5,1,2,13.94,16.2282,0.53,16.9979,111
3/11/11,0,3,13,0,5,1,1,14.76,16.9983,0.53,16.9979,107
3/11/11,0,3,14,0,5,1,2,14.76,16.9983,0.5,23.9994,89
3/11/11,0,3,15,0,5,1,2,13.94,16.2282,0.53,16.9979,85
3/11/11,0,3,16,0,5,1,2,13.94,15.453,0.49,19.9995,113
3/11/11,0,3,17,0,5,1,1,13.94,16.2282,0.49,15.0013,223
3/11/11,0,3,18,0,5,1,1,13.12,15.453,0.49,22.0028,153
3/11/11,0,3,19,0,5,1,1,12.3,13.9077,0.56,22.0028,118
3/11/11,0,3,20,0,5,1,1,12.3,15.453,0.56,11.0014,76
3/11/11,0,3,21,0,5,1,2,12.3,14.6829,0.52,16.9979,53
3/11/11,0,3,22,0,5,1,1,12.3,15.453,0.52,11.0014,64
3/11/11,0,3,23,0,5,1,1,12.3,14.6829,0.52,16.9979,37
3/12/11,0,3,0,0,6,0,1,10.66,13.9077,0.6,8.9981,34
3/12/11,0,3,1,0,6,0,1,9.84,11.5923,0.65,12.998,18
3/12/11,0,3,2,0,6,0,1,9.84,11.5923,0.65,12.998,14
3/12/11,0,3,3,0,6,0,1,9.84,11.5923,0.65,16.9979,7
3/12/11,0,3,4,0,6,0,1,9.84,11.5923,0.65,16.9979,1
3/12/11,0,3,5,0,6,0,1,9.02,11.5923,0.69,12.998,2
3/12/11,0,3,6,0,6,0,1,9.02,10.8171,0.75,16.9979,4
3/12/11,0,3,7,0,6,0,1,9.84,11.5923,0.7,12.998,23
3/12/11,0,3,8,0,6,0,1,10.66,13.1376,0.65,11.0014,53
3/12/11,0,3,9,0,6,0,1,11.48,14.6829,0.65,7.0015,101
3/12/11,0,3,10,0,6,0,1,13.12,15.453,0.66,15.0013,99
3/12/11,0,3,11,0,6,0,1,13.94,15.453,0.49,22.0028,119
3/12/11,0,3,12,0,6,0,1,13.94,16.2282,0.53,19.0012,158
3/12/11,0,3,13,0,6,0,1,14.76,16.9983,0.51,23.9994,157
3/12/11,0,3,14,0,6,0,1,16.4,20.8641,0.5,30.0026,166
3/12/11,0,3,15,0,6,0,1,17.22,21.6342,0.44,32.9975,182
3/12/11,0,3,16,0,6,0,1,18.86,23.1795,0.41,30.0026,244
3/12/11,0,3,17,0,6,0,1,18.86,23.1795,0.44,22.0028,213
3/12/11,0,3,18,0,6,0,1,17.22,21.6342,0.54,11.0014,145
3/12/11,0,3,19,0,6,0,1,17.22,21.6342,0.54,6.0032,112
3/12/11,0,3,20,0,6,0,1,16.4,20.8641,0.58,7.0015,86
3/12/11,0,3,21,0,6,0,1,15.58,20.0889,0.62,0,82
3/12/11,0,3,22,0,6,0,1,14.76,19.3188,0.71,0,63
3/12/11,0,3,23,0,6,0,1,15.58,20.0889,0.66,6.0032,49
3/13/11,0,3,0,0,0,0,1,15.58,20.0889,0.62,7.0015,38
3/13/11,0,3,1,0,0,0,1,14.76,17.7735,0.66,8.9981,33
3/13/11,0,3,3,0,0,0,1,13.94,16.9983,0.76,8.9981,23
3/13/11,0,3,4,0,0,0,1,13.94,16.9983,0.66,11.0014,13
3/13/11,0,3,5,0,0,0,1,14.76,17.7735,0.62,8.9981,3
3/13/11,0,3,6,0,0,0,1,13.94,18.5436,0.66,0,2
3/13/11,0,3,7,0,0,0,1,14.76,17.7735,0.62,12.998,10
3/13/11,0,3,8,0,0,0,1,16.4,20.8641,0.5,19.9995,34
3/13/11,0,3,9,0,0,0,1,16.4,20.8641,0.5,27.9993,44
3/13/11,0,3,10,0,0,0,1,17.22,21.6342,0.47,16.9979,122
3/13/11,0,3,11,0,0,0,1,18.04,22.4094,0.41,27.9993,181
3/13/11,0,3,12,0,0,0,1,18.86,23.1795,0.38,26.0027,194
3/13/11,0,3,13,0,0,0,1,18.86,23.1795,0.38,26.0027,221
3/13/11,0,3,14,0,0,0,1,18.86,23.1795,0.41,19.9995,250
3/13/11,0,3,15,0,0,0,1,19.68,23.9547,0.39,22.0028,304
3/13/11,0,3,16,0,0,0,1,18.86,23.1795,0.41,26.0027,256
3/13/11,0,3,17,0,0,0,1,18.04,22.4094,0.41,23.9994,241
3/13/11,0,3,18,0,0,0,1,16.4,20.8641,0.43,23.9994,147
3/13/11,0,3,19,0,0,0,1,14.76,16.9983,0.5,23.9994,101
3/13/11,0,3,20,0,0,0,1,13.12,15.453,0.57,19.9995,77
3/13/11,0,3,21,0,0,0,1,12.3,14.6829,0.56,16.9979,58
3/13/11,0,3,22,0,0,0,1,12.3,13.9077,0.56,22.0028,37
3/13/11,0,3,23,0,0,0,1,10.66,13.1376,0.65,15.0013,28
3/14/11,0,3,0,0,1,1,1,10.66,13.9077,0.65,7.0015,11
3/14/11,0,3,1,0,1,1,1,10.66,14.6829,0.65,6.0032,1
3/14/11,0,3,2,0,1,1,1,10.66,14.6829,0.65,6.0032,1
3/14/11,0,3,3,0,1,1,1,10.66,13.9077,0.65,8.9981,3
3/14/11,0,3,5,0,1,1,1,9.84,12.3624,0.7,8.9981,8
3/14/11,0,3,6,0,1,1,1,10.66,13.9077,0.65,8.9981,28
3/14/11,0,3,7,0,1,1,2,11.48,16.2282,0.61,0,88
3/14/11,0,3,8,0,1,1,2,12.3,15.453,0.56,8.9981,241
3/14/11,0,3,9,0,1,1,1,13.12,15.453,0.53,22.0028,140
3/14/11,0,3,10,0,1,1,1,13.94,16.2282,0.42,16.9979,84
3/14/11,0,3,11,0,1,1,1,14.76,16.9983,0.4,16.9979,71
3/14/11,0,3,12,0,1,1,1,15.58,20.0889,0.37,0,94
3/14/11,0,3,13,0,1,1,1,15.58,20.0889,0.36,22.0028,75
3/14/11,0,3,14,0,1,1,2,15.58,20.0889,0.34,0,79
3/14/11,0,3,15,0,1,1,1,15.58,20.0889,0.37,11.0014,101
3/14/11,0,3,16,0,1,1,1,16.4,20.8641,0.35,7.0015,107
3/14/11,0,3,17,0,1,1,1,15.58,20.0889,0.4,12.998,271
3/14/11,0,3,18,0,1,1,1,14.76,18.5436,0.4,7.0015,235
3/14/11,0,3,19,0,1,1,1,14.76,17.7735,0.43,8.9981,150
3/14/11,0,3,20,0,1,1,1,13.94,16.2282,0.46,15.0013,129
3/14/11,0,3,21,0,1,1,1,13.94,16.9983,0.46,8.9981,63
3/14/11,0,3,22,0,1,1,1,13.12,16.9983,0.49,7.0015,47
3/14/11,0,3,23,0,1,1,1,13.12,17.7735,0.53,0,19
3/15/11,0,3,0,0,2,1,1,13.12,17.7735,0.53,0,14
3/15/11,0,3,1,0,2,1,1,12.3,15.453,0.62,6.0032,10
3/15/11,0,3,2,0,2,1,1,12.3,15.453,0.62,6.0032,3
3/15/11,0,3,4,0,2,1,1,9.84,13.1376,0.75,6.0032,2
3/15/11,0,3,5,0,2,1,1,9.84,11.5923,0.75,12.998,11
3/15/11,0,3,6,0,2,1,1,9.02,11.5923,0.8,12.998,35
3/15/11,0,3,7,0,2,1,1,9.84,12.3624,0.75,11.0014,119
3/15/11,0,3,8,0,2,1,1,10.66,14.6829,0.7,6.0032,282
3/15/11,0,3,9,0,2,1,2,12.3,16.9983,0.7,0,157
3/15/11,0,3,10,0,2,1,2,13.12,16.2282,0.66,12.998,78
3/15/11,0,3,11,0,2,1,2,13.94,16.2282,0.57,15.0013,78
3/15/11,0,3,12,0,2,1,2,14.76,17.7735,0.5,15.0013,102
3/15/11,0,3,13,0,2,1,2,14.76,16.9983,0.57,19.0012,97
3/15/11,0,3,14,0,2,1,2,15.58,20.0889,0.46,19.9995,88
3/15/11,0,3,15,0,2,1,2,15.58,20.0889,0.43,19.0012,90
3/15/11,0,3,16,0,2,1,2,15.58,20.0889,0.46,22.0028,114
3/15/11,0,3,17,0,2,1,2,14.76,17.7735,0.62,12.998,217
3/15/11,0,3,18,0,2,1,2,14.76,16.9983,0.62,19.9995,225
3/15/11,0,3,19,0,2,1,2,13.94,16.2282,0.71,19.0012,152
3/15/11,0,3,20,0,2,1,2,13.94,16.2282,0.71,19.0012,88
3/15/11,0,3,21,0,2,1,3,13.12,16.9983,0.81,7.0015,55
3/15/11,0,3,22,0,2,1,2,13.12,16.2282,0.87,11.0014,21
3/15/11,0,3,23,0,2,1,2,13.12,16.2282,0.87,11.0014,18
3/16/11,0,3,0,0,3,1,3,12.3,14.6829,0.93,16.9979,8
3/16/11,0,3,1,0,3,1,3,12.3,13.9077,1,19.9995,3
3/16/11,0,3,3,0,3,1,2,11.48,13.9077,1,15.0013,3
3/16/11,0,3,4,0,3,1,2,12.3,15.453,0.93,11.0014,1
3/16/11,0,3,5,0,3,1,2,12.3,16.2282,0.93,7.0015,3
3/16/11,0,3,6,0,3,1,2,12.3,16.2282,0.93,7.0015,31
3/16/11,0,3,7,0,3,1,2,12.3,14.6829,0.93,12.998,111
3/16/11,0,3,8,0,3,1,2,13.12,16.2282,0.93,0,253
3/16/11,0,3,9,0,3,1,2,13.12,16.9983,0.93,8.9981,154
3/16/11,0,3,10,0,3,1,2,14.76,17.7735,0.81,11.0014,68
3/16/11,0,3,11,0,3,1,2,14.76,17.7735,0.81,8.9981,75
3/16/11,0,3,12,0,3,1,2,16.4,20.8641,0.71,7.0015,88
3/16/11,0,3,13,0,3,1,2,16.4,20.8641,0.76,8.9981,99
3/16/11,0,3,14,0,3,1,2,16.4,20.8641,0.76,15.0013,100
3/16/11,0,3,15,0,3,1,2,16.4,20.8641,0.76,16.9979,101
3/16/11,0,3,16,0,3,1,2,16.4,20.8641,0.76,11.0014,151
3/16/11,0,3,17,0,3,1,2,18.04,22.4094,0.54,19.9995,253
3/16/11,0,3,18,0,3,1,2,18.04,22.4094,0.54,15.0013,237
3/16/11,0,3,19,0,3,1,2,18.04,22.4094,0.51,22.0028,168
3/16/11,0,3,20,0,3,1,2,17.22,21.6342,0.54,19.9995,121
3/16/11,0,3,21,0,3,1,2,17.22,21.6342,0.58,19.0012,78
3/16/11,0,3,22,0,3,1,2,16.4,20.8641,0.62,26.0027,59
3/16/11,0,3,23,0,3,1,1,16.4,20.8641,0.65,12.998,27
3/17/11,0,3,0,0,4,1,1,15.58,20.0889,0.66,16.9979,23
3/17/11,0,3,1,0,4,1,1,14.76,17.7735,0.71,15.0013,12
3/17/11,0,3,2,0,4,1,1,13.94,15.453,0.71,19.9995,8
3/17/11,0,3,3,0,4,1,1,13.94,16.9983,0.66,11.0014,2
3/17/11,0,3,4,0,4,1,1,13.94,16.9983,0.71,12.998,3
3/17/11,0,3,5,0,4,1,1,13.12,16.9983,0.76,7.0015,13
3/17/11,0,3,6,0,4,1,1,13.12,16.2282,0.76,12.998,51
3/17/11,0,3,7,0,4,1,1,13.12,16.9983,0.76,8.9981,140
3/17/11,0,3,8,0,4,1,1,14.76,17.7735,0.66,8.9981,299
3/17/11,0,3,9,0,4,1,1,16.4,20.8641,0.62,16.9979,185
3/17/11,0,3,10,0,4,1,1,18.04,22.4094,0.54,22.0028,78
3/17/11,0,3,11,0,4,1,1,18.04,22.4094,0.54,19.0012,86
3/17/11,0,3,12,0,4,1,1,20.5,24.7248,0.45,15.0013,105
3/17/11,0,3,13,0,4,1,2,21.32,25.5,0.42,6.0032,111
3/17/11,0,3,14,0,4,1,1,20.5,24.7248,0.45,7.0015,119
3/17/11,0,3,15,0,4,1,1,21.32,25.5,0.42,16.9979,125
3/17/11,0,3,16,0,4,1,1,20.5,24.7248,0.48,19.0012,142
3/17/11,0,3,17,0,4,1,1,20.5,24.7248,0.42,12.998,313
3/17/11,0,3,18,0,4,1,2,18.86,23.1795,0.59,11.0014,310
3/17/11,0,3,19,0,4,1,1,18.04,22.4094,0.58,12.998,207
3/17/11,0,3,20,0,4,1,1,17.22,21.6342,0.67,15.0013,137
3/17/11,0,3,21,0,4,1,1,17.22,21.6342,0.62,15.0013,138
3/17/11,0,3,22,0,4,1,1,16.4,20.8641,0.66,15.0013,87
3/17/11,0,3,23,0,4,1,1,17.22,21.6342,0.62,19.0012,50
3/18/11,0,3,0,0,5,1,1,17.22,21.6342,0.58,19.0012,29
3/18/11,0,3,1,0,5,1,1,16.4,20.8641,0.62,16.9979,16
3/18/11,0,3,2,0,5,1,1,16.4,20.8641,0.62,12.998,14
3/18/11,0,3,3,0,5,1,1,14.76,17.7735,0.71,12.998,5
3/18/11,0,3,5,0,5,1,1,15.58,20.0889,0.66,11.0014,10
3/18/11,0,3,6,0,5,1,1,16.4,20.8641,0.66,12.998,36
3/18/11,0,3,7,0,5,1,1,16.4,20.8641,0.66,12.998,123
3/18/11,0,3,8,0,5,1,1,17.22,21.6342,0.67,16.9979,280
3/18/11,0,3,9,0,5,1,1,18.86,23.1795,0.63,15.0013,210
3/18/11,0,3,10,0,5,1,1,21.32,25.5,0.53,19.0012,117
3/18/11,0,3,11,0,5,1,1,22.14,26.2752,0.52,19.0012,159
3/18/11,0,3,12,0,5,1,2,22.96,27.0453,0.49,23.9994,195
3/18/11,0,3,13,0,5,1,1,26.24,31.6812,0.41,19.0012,175
3/18/11,0,3,14,0,5,1,1,27.06,31.6812,0.39,16.9979,174
3/18/11,0,3,15,0,5,1,2,27.88,32.4564,0.39,23.9994,173
3/18/11,0,3,16,0,5,1,1,27.88,32.4564,0.39,19.0012,204
3/18/11,0,3,17,0,5,1,1,28.7,32.4564,0.37,22.0028,332
3/18/11,0,3,18,0,5,1,1,27.88,32.4564,0.39,11.0014,331
3/18/11,0,3,19,0,5,1,1,27.06,31.6812,0.44,8.9981,190
3/18/11,0,3,20,0,5,1,1,25.42,31.6812,0.46,8.9981,149
3/18/11,0,3,21,0,5,1,1,25.42,31.6812,0.46,7.0015,113
3/18/11,0,3,22,0,5,1,1,25.42,31.6812,0.5,11.0014,118
3/18/11,0,3,23,0,5,1,2,24.6,31.6812,0.53,15.0013,86
3/19/11,0,3,0,0,6,0,2,24.6,31.6812,0.53,16.9979,76
3/19/11,0,3,1,0,6,0,2,23.78,27.8205,0.46,23.9994,51
3/19/11,0,3,2,0,6,0,2,22.96,27.0453,0.43,15.0013,25
3/19/11,0,3,3,0,6,0,2,22.14,26.2752,0.39,22.0028,8
3/19/11,0,3,4,0,6,0,1,21.32,25.5,0.34,27.9993,3
3/19/11,0,3,5,0,6,0,1,21.32,25.5,0.34,27.9993,2
3/19/11,0,3,6,0,6,0,1,18.04,22.4094,0.44,27.9993,10
3/19/11,0,3,7,0,6,0,1,16.4,20.8641,0.5,22.0028,13
3/19/11,0,3,8,0,6,0,1,17.22,21.6342,0.47,32.9975,48
3/19/11,0,3,9,0,6,0,1,17.22,21.6342,0.44,31.0009,76
3/19/11,0,3,10,0,6,0,1,18.04,22.4094,0.38,27.9993,140
3/19/11,0,3,11,0,6,0,1,18.86,23.1795,0.36,30.0026,196
3/19/11,0,3,12,0,6,0,1,18.86,23.1795,0.33,27.9993,267
3/19/11,0,3,13,0,6,0,1,20.5,24.7248,0.34,31.0009,301
3/19/11,0,3,14,0,6,0,1,20.5,24.7248,0.31,32.9975,312
3/19/11,0,3,15,0,6,0,1,20.5,24.7248,0.29,27.9993,313
3/19/11,0,3,16,0,6,0,1,20.5,24.7248,0.31,26.0027,304
3/19/11,0,3,17,0,6,0,1,19.68,23.9547,0.31,22.0028,278
3/19/11,0,3,18,0,6,0,1,18.86,23.1795,0.31,22.0028,217
3/19/11,0,3,19,0,6,0,1,18.04,22.4094,0.33,19.0012,154
3/19/11,0,3,20,0,6,0,1,17.22,21.6342,0.35,15.0013,108
3/19/11,0,3,21,0,6,0,1,16.4,20.8641,0.37,19.9995,93
3/19/11,0,3,22,0,6,0,1,16.4,20.8641,0.37,22.0028,72
3/19/11,0,3,23,0,6,0,1,15.58,20.0889,0.4,19.9995,50
3/20/11,0,3,0,0,0,0,1,13.94,15.453,0.49,27.9993,40
3/20/11,0,3,1,0,0,0,1,13.12,14.6829,0.53,23.9994,24
3/20/11,0,3,2,0,0,0,1,12.3,14.6829,0.52,19.0012,30
3/20/11,0,3,3,0,0,0,1,11.48,13.9077,0.56,16.9979,12
3/20/11,0,3,4,0,0,0,1,10.66,13.1376,0.56,15.0013,3
3/20/11,0,3,5,0,0,0,1,10.66,13.1376,0.6,12.998,9
3/20/11,0,3,6,0,0,0,1,10.66,13.1376,0.6,15.0013,4
3/20/11,0,3,7,0,0,0,1,9.84,11.5923,0.6,15.0013,14
3/20/11,0,3,8,0,0,0,1,11.48,13.9077,0.56,11.0014,37
3/20/11,0,3,9,0,0,0,1,12.3,15.453,0.52,8.9981,78
3/20/11,0,3,10,0,0,0,2,13.12,17.7735,0.45,0,136
3/20/11,0,3,11,0,0,0,1,13.94,17.7735,0.39,7.0015,203
3/20/11,0,3,12,0,0,0,1,14.76,18.5436,0.4,7.0015,228
3/20/11,0,3,13,0,0,0,1,15.58,20.0889,0.34,0,203
3/20/11,0,3,14,0,0,0,1,16.4,20.8641,0.3,0,279
3/20/11,0,3,15,0,0,0,1,16.4,20.8641,0.32,6.0032,308
3/20/11,0,3,16,0,0,0,1,17.22,21.6342,0.32,0,224
3/20/11,0,3,17,0,0,0,1,16.4,20.8641,0.35,19.0012,226
3/20/11,0,3,18,0,0,0,1,15.58,20.0889,0.4,23.9994,156
3/20/11,0,3,19,0,0,0,1,14.76,16.9983,0.43,19.0012,79
3/20/11,0,3,20,0,0,0,1,14.76,16.9983,0.46,19.0012,67
3/20/11,0,3,21,0,0,0,2,13.94,16.2282,0.53,19.0012,49
3/20/11,0,3,22,0,0,0,2,13.94,15.453,0.53,22.0028,38
3/20/11,0,3,23,0,0,0,3,13.94,15.453,0.61,26.0027,24
3/21/11,0,3,0,0,1,1,3,13.94,15.453,0.66,26.0027,13
3/21/11,0,3,1,0,1,1,2,13.94,15.453,0.71,26.0027,7
3/21/11,0,3,2,0,1,1,2,13.94,15.453,0.71,22.0028,6
3/21/11,0,3,3,0,1,1,2,13.94,15.453,0.71,22.0028,1
3/21/11,0,3,5,0,1,1,1,13.12,15.453,0.81,19.9995,2
3/21/11,0,3,6,0,1,1,3,13.12,15.453,0.76,16.9979,32
3/21/11,0,3,7,0,1,1,3,12.3,13.9077,0.87,27.9993,18
3/21/11,0,3,8,0,1,1,2,12.3,13.9077,0.87,27.9993,98
3/21/11,0,3,9,0,1,1,2,13.94,15.453,0.81,22.0028,127
3/21/11,0,3,10,0,1,1,2,15.58,20.0889,0.76,26.0027,62
3/21/11,0,3,11,0,1,1,2,17.22,21.6342,0.71,19.9995,79
3/21/11,0,3,12,0,1,1,2,18.04,22.4094,0.77,16.9979,81
3/21/11,0,3,13,0,1,1,2,20.5,24.7248,0.63,15.0013,112
3/21/11,0,3,14,0,1,1,2,22.14,26.2752,0.64,15.0013,101
3/21/11,0,3,15,0,1,1,2,22.96,27.0453,0.6,15.0013,107
3/21/11,0,3,16,0,1,1,2,22.14,26.2752,0.64,19.0012,141
3/21/11,0,3,17,0,1,1,2,22.14,26.2752,0.64,16.9979,272
3/21/11,0,3,18,0,1,1,2,21.32,25.5,0.72,15.0013,276
3/21/11,0,3,19,0,1,1,1,23.78,27.8205,0.6,27.9993,221
3/21/11,0,3,20,0,1,1,1,22.96,27.0453,0.64,12.998,122
3/21/11,0,3,21,0,1,1,1,18.86,23.1795,0.94,12.998,91
3/21/11,0,3,22,0,1,1,1,18.86,23.1795,0.88,15.0013,78
3/21/11,0,3,23,0,1,1,1,18.86,23.1795,0.88,6.0032,30
3/22/11,0,3,0,0,2,1,1,18.86,23.1795,0.88,12.998,11
3/22/11,0,3,1,0,2,1,1,17.22,21.6342,1,8.9981,19
3/22/11,0,3,2,0,2,1,1,18.04,22.4094,0.94,6.0032,1
3/22/11,0,3,3,0,2,1,1,18.04,22.4094,0.82,15.0013,5
3/22/11,0,3,4,0,2,1,2,17.22,21.6342,0.82,11.0014,1
3/22/11,0,3,5,0,2,1,2,16.4,20.8641,0.87,8.9981,12
3/22/11,0,3,6,0,2,1,1,16.4,20.8641,0.87,16.9979,60
3/22/11,0,3,7,0,2,1,2,16.4,20.8641,0.76,7.0015,136
3/22/11,0,3,8,0,2,1,2,16.4,20.8641,0.58,19.9995,336
3/22/11,0,3,9,0,2,1,2,16.4,20.8641,0.58,31.0009,178
3/22/11,0,3,10,0,2,1,2,18.04,22.4094,0.54,19.9995,124
3/22/11,0,3,11,0,2,1,1,18.04,22.4094,0.51,22.0028,86
3/22/11,0,3,12,0,2,1,1,18.86,23.1795,0.47,16.9979,121
3/22/11,0,3,13,0,2,1,1,20.5,24.7248,0.45,15.0013,106
3/22/11,0,3,14,0,2,1,1,20.5,24.7248,0.42,22.0028,101
3/22/11,0,3,15,0,2,1,1,20.5,24.7248,0.42,15.0013,134
3/22/11,0,3,16,0,2,1,1,20.5,24.7248,0.42,7.0015,165
3/22/11,0,3,17,0,2,1,1,20.5,24.7248,0.42,7.0015,307
3/22/11,0,3,18,0,2,1,1,19.68,23.9547,0.44,6.0032,312
3/22/11,0,3,19,0,2,1,2,18.04,22.4094,0.54,16.9979,164
3/22/11,0,3,20,0,2,1,2,18.04,22.4094,0.54,23.9994,135
3/22/11,0,3,21,0,2,1,2,17.22,21.6342,0.54,19.0012,87
3/22/11,0,3,22,0,2,1,2,16.4,20.8641,0.58,16.9979,70
3/22/11,0,3,23,0,2,1,2,16.4,20.8641,0.58,16.9979,32
3/23/11,0,3,0,0,3,1,3,14.76,17.7735,0.71,15.0013,11
3/23/11,0,3,1,0,3,1,3,13.94,16.2282,0.76,15.0013,7
3/23/11,0,3,2,0,3,1,3,13.94,16.2282,0.76,15.0013,2
3/23/11,0,3,3,0,3,1,2,13.94,16.2282,0.76,16.9979,3
3/23/11,0,3,5,0,3,1,3,13.12,16.2282,0.87,12.998,10
3/23/11,0,3,6,0,3,1,2,13.94,16.2282,0.87,16.9979,44
3/23/11,0,3,7,0,3,1,2,13.12,15.453,0.93,15.0013,118
3/23/11,0,3,8,0,3,1,2,13.12,16.2282,0.87,12.998,261
3/23/11,0,3,9,0,3,1,2,13.12,15.453,0.81,16.9979,182
3/23/11,0,3,10,0,3,1,2,13.94,16.2282,0.81,19.0012,75
3/23/11,0,3,11,0,3,1,2,13.94,16.9983,0.87,12.998,71
3/23/11,0,3,12,0,3,1,2,13.94,16.2282,0.87,15.0013,87
3/23/11,0,3,13,0,3,1,3,13.94,16.9983,0.87,8.9981,108
3/23/11,0,3,14,0,3,1,2,14.76,18.5436,0.87,7.0015,84
3/23/11,0,3,15,0,3,1,2,15.58,20.0889,0.82,15.0013,85
3/23/11,0,3,16,0,3,1,2,16.4,20.8641,0.76,15.0013,136
3/23/11,0,3,17,0,3,1,2,16.4,20.8641,0.76,15.0013,273
3/23/11,0,3,18,0,3,1,3,15.58,20.0889,0.82,16.9979,238
3/23/11,0,3,19,0,3,1,3,15.58,20.0889,0.82,16.9979,159
3/23/11,0,3,20,0,3,1,3,14.76,15.453,0.87,43.0006,75
3/23/11,0,3,21,0,3,1,3,13.12,14.6829,1,27.9993,22
3/23/11,0,3,22,0,3,1,2,13.12,16.2282,0.93,11.0014,44
3/23/11,0,3,23,0,3,1,3,13.12,16.9983,0.9,0,26
3/24/11,0,3,0,0,4,1,2,13.12,15.453,0.93,15.0013,11
3/24/11,0,3,1,0,4,1,2,12.3,14.6829,1,15.0013,3
3/24/11,0,3,2,0,4,1,2,12.3,14.6829,1,16.9979,6
3/24/11,0,3,3,0,4,1,2,11.48,13.9077,1,12.998,1
3/24/11,0,3,4,0,4,1,2,11.48,13.9077,1,12.998,1
3/24/11,0,3,5,0,4,1,2,11.48,13.9077,0.93,15.0013,9
3/24/11,0,3,6,0,4,1,2,11.48,13.9077,0.93,15.0013,41
3/24/11,0,3,7,0,4,1,3,10.66,13.1376,1,15.0013,108
3/24/11,0,3,8,0,4,1,3,10.66,11.5923,1,19.9995,124
3/24/11,0,3,9,0,4,1,2,10.66,13.1376,0.93,15.0013,97
3/24/11,0,3,10,0,4,1,2,10.66,11.5923,0.93,22.0028,65
3/24/11,0,3,11,0,4,1,2,12.3,13.9077,0.81,19.9995,71
3/24/11,0,3,12,0,4,1,2,12.3,13.9077,0.7,22.0028,94
3/24/11,0,3,13,0,4,1,2,13.12,15.453,0.7,15.0013,101
3/24/11,0,3,14,0,4,1,2,12.3,15.453,0.7,8.9981,83
3/24/11,0,3,15,0,4,1,2,12.3,14.6829,0.7,16.9979,90
3/24/11,0,3,16,0,4,1,2,12.3,14.6829,0.65,15.0013,84
3/24/11,0,3,17,0,4,1,2,12.3,14.6829,0.7,15.0013,233
